SA1_7DIGITCODE_2016	employmentToPopulation
2113404	79.8
2113405	65.1
2113406	66.5
2113407	66.5
2113408	73.7
2113409	75.2
2113410	61.1
2113411	74.9
2113412	78
2113413	68.8
2113414	71.9
2113415	70.5
2113416	69.2
2113417	70.6
2113418	68
2113419	71.9
2113420	77.1
2113421	52.3
2113422	57
2113423	68
2113424	68
2113425	63.8
2113426	65.6
2113427	75.2
2113428	74.7
2113429	72.6
2113430	67.8
2113431	70.4
2113432	71.2
2113433	61.7
2113434	72
2113435	69.4
2113436	57.4
2113437	65.3
2113438	65.3
2113439	68.9
2113501	56.7
2113502	64.6
2113503	51.7
2113504	53.3
2113505	57.3
2113506	69.6
2113507	65.3
2113508	60.4
2113509	62.1
2113510	60.7
2113511	62.2
2113512	60.9
2113513	67.5
2113514	68.8
2113515	54.6
2113516	70.9
2113517	63.8
2113518	67.3
2113519	70.6
2113602	66.7
2113603	65.7
2113604	63.1
2113605	67.4
2113606	30.9
2113607	70.7
2113608	72
2113609	65.5
2113610	73.7
2113611	73.5
2113612	58.8
2113613	64
2113614	49.7
2113615	80
2113616	33.5
2113617	67.8
2113618	57.5
2113619	73.1
2113620	80.9
2113621	55.6
2113622	73.2
2113623	68.6
2113624	69
2113625	75
2113626	73.6
2113627	79.3
2113628	71.1
2113629	63.8
2113630	74.5
2113631	69
2113632	61.8
2113633	67.4
2113634	66.8
2113635	67.5
2113636	72.6
2113637	68.6
2113638	62.7
2113639	72.6
2113640	67.4
2113641	75.8
2113642	63
2113643	74.4
2113702	66.6
2113703	74.8
2113704	70.2
2113705	66.4
2113706	73.6
2113707	67.7
2113708	68.1
2113709	69.4
2113710	68.6
2113711	70.9
2113712	66.8
2113713	65.5
2113714	69.8
2113715	70.2
2113716	69.3
2113718	71.2
2113719	69.5
2113720	63.4
2113721	77.6
2113722	73.5
2113723	72.8
2113724	63.6
2113725	68.3
2113726	71.4
2113727	10.2
2113728	20
2113730	71.1
2113731	70.2
2113732	79.1
2113733	65.3
2113734	59.5
2113735	72.1
2113801	58.2
2113802	72.2
2113803	63.5
2113804	50.5
2113805	63.5
2113806	58.2
2113807	48.1
2113808	52
2113809	50.7
2113810	51.5
2113811	57.3
2113812	59.8
2113813	55.7
2113814	53.4
2113815	45.7
2113816	47.8
2113817	62.7
2113818	57.9
2113819	53.4
2113820	59
2113821	58.5
2113822	49
2113823	59.2
2113824	56
2113825	57.5
2113826	56.5
2113827	58.4
2113828	53.8
2113829	49.9
2113830	54
2113831	59.3
2113832	63.3
2113901	65
2113902	52.5
2113903	68.7
2113904	69.6
2113905	65.5
2113906	76.2
2113907	64.7
2113908	79.3
2113909	65.1
2113910	66.4
2113911	66.7
2114001	69.6
2114002	71.2
2114003	67.9
2114004	77
2114005	74
2114006	70.4
2114007	67.5
2114008	40.7
2114009	65.7
2114010	70.3
2114011	64.6
2114012	63.9
2114013	100
2114014	70.7
2114015	68.3
2114016	66.2
2114017	70.6
2114018	70.3
2114019	73.7
2114020	74.9
2114021	58.1
2114022	73
2114023	65.5
2114101	73.7
2114102	63
2114103	76
2114104	67.1
2114105	78.6
2114106	21.2
2114107	16.7
2114108	15.2
2114109	79.2
2114110	61.7
2114111	71.7
2114112	77.4
2114113	74.4
2114114	16.2
2114201	13.6
2114202	73.8
2114203	24.3
2114204	25
2114205	21.7
2114206	59.7
2114207	62.8
2114208	72.2
2114209	69.8
2114210	69
2114211	66.2
2114212	70.6
2114213	52.5
2114214	39.6
2114215	22.9
2114216	73
2114217	73
2114218	76.4
2114219	64.4
2114220	67.2
2114221	60.4
2114222	74.7
2114223	75.2
2114301	68.4
2114302	59.9
2114303	65
2114304	67.5
2114305	61.5
2114306	61.9
2114307	69.2
2114308	55.5
2114309	71
2114310	66.4
2114311	77.7
2114312	77.5
2114313	67.6
2114314	44.5
2114315	71.1
2114316	74.3
2114317	71.3
2114318	66.7
2114319	24.2
2114320	64.6
2114321	67.3
2114322	71.9
2114323	66.5
2114324	65.3
2114325	62.7
2114326	68.6
2114327	59.9
2114401	65.5
2114402	24.3
2114403	78.8
2114404	75.5
2114405	23.1
2114406	21.5
2114407	27.1
2114408	73.1
2114409	72.2
2114410	72.7
2114411	74.9
2114412	69
2114413	79.4
2114414	77.9
2114415	71.7
2114416	73.5
2114417	75.5
2114418	71.9
2114419	77.6
2114420	70.7
2114421	73.3
2114422	69.5
2114423	68.4
2114424	68.7
2114425	79.7
2114426	71.5
2114427	74.8
2114428	75.9
2114429	79.6
2114430	71.4
2114431	77.1
2114432	73.6
2114433	70.4
2114434	60.3
2114435	72.8
2114436	62.9
2114437	74.7
2114438	72.5
2114439	58.8
2114440	76.3
2114441	27.6
2114442	69.3
2114443	57.1
2114446	77.6
2114447	75
2114448	70.8
2114449	72.5
2114450	70.5
2114451	76.3
2114452	71.6
2114453	70.1
2114454	24.8
2114455	73.1
2114456	69.7
2114457	77.4
2114458	70.1
2114459	49.4
2114460	63.5
2114462	76
2114463	100
2114464	81.5
2114465	72.4
2114466	77
2114501	65.7
2114502	71.5
2114503	79.4
2114504	65
2114505	72.5
2114506	66.8
2114507	68.2
2114508	69.8
2114509	35.7
2114510	69.8
2114511	61.7
2114512	59.1
2114513	57.4
2114514	69.5
2114515	62.9
2114516	56.6
2114517	75.6
2114518	69.5
2114519	61.5
2114520	45.8
2114521	56.2
2114601	66.1
2114602	64.7
2114603	63.8
2114604	58.4
2114605	59.7
2114606	64.1
2114607	56.3
2114608	57
2114609	65
2114610	49
2114611	57.6
2114612	62.4
2114613	62.5
2114614	65.2
2114615	50.2
2114616	48.4
2114617	67.5
2114618	58.2
2114619	59.7
2114701	51.2
2114702	56.4
2114703	59.9
2114704	47.5
2114705	54.3
2114706	53.1
2114707	64.7
2114708	63.2
2114709	53.9
2114710	61.7
2114711	58.5
2114712	51.4
2114713	54
2114714	50.5
2114715	52.2
2114716	41.6
2114717	56.4
2114718	53.8
2114719	56.8
2114720	58.9
2114721	61.1
2114722	49.9
2114723	44.8
2114724	54.1
2114725	55.5
2114726	54.7
2114727	53.3
2114728	53.7
2114729	49.4
2114730	39.2
2114731	52.3
2114732	52.9
2114733	49.3
2114734	46
2114735	49.8
2114801	57.8
2114802	63.9
2114803	67.6
2114804	62
2114805	60.8
2114806	57.4
2114807	56.3
2114808	50.6
2114809	51.5
2114810	50.4
2114811	56.4
2114812	54.2
2114813	65.1
2114814	56.2
2114815	51.9
2114816	52.4
2114817	55
2114818	46.3
2114819	55.8
2114820	44.4
2114821	60.2
2114822	58.8
2114823	52.5
2114824	50
2114825	65.6
2114826	60.6
2114827	58.7
2114828	60.8
2114829	54.6
2114830	60.7
2114831	64.8
2114832	52.4
2114833	57.9
2114834	56.4
2114835	47.7
2114836	58.1
2114837	52.4
2114838	52.5
2114839	57.1
2114840	61.4
2114841	54.9
2114842	54.2
2114843	56.3
2114844	57
2114845	56.9
2114848	58.3
2114849	62.2
2114850	40.9
2114851	65.8
2114852	56.6
2114901	58.5
2114902	60.7
2114903	57.8
2114904	48.7
2114905	61.1
2114906	50.7
2114907	63.5
2114908	55.9
2114909	64.4
2114910	66.3
2114911	63.8
2114912	51.1
2114913	38
2114914	62.2
2114915	59.5
2114916	65
2114917	59.3
2114918	60.4
2114919	59.5
2114920	60.3
2114921	70.4
2114922	45.3
2114923	46.7
2114924	59.3
2114925	51.3
2114926	48.4
2114927	45.7
2114928	54.5
2114929	54.4
2114930	57.1
2114931	63.8
2114932	56.7
2114933	62.9
2114934	67.3
2114936	68.8
2114937	60.3
2114938	32.6
2114939	52.9
2114940	61.4
2114941	62.5
2114942	59.6
2114943	67.4
2114944	60.2
2114945	55.8
2114946	56.2
2114947	60.8
2114948	57.6
2114949	61.1
2114950	67.9
2114951	47.4
2115001	68.9
2115002	65.9
2115003	67.3
2115004	66.4
2115005	59.5
2115006	62.7
2115007	60.1
2115008	70.1
2115009	59.3
2115010	64.6
2115011	68.3
2115012	69.5
2115013	63
2115014	65.2
2115015	57.3
2115016	63.4
2115017	54.7
2115018	64.5
2115019	69.1
2115020	62.1
2115021	63
2115022	59
2115023	59.5
2115024	58.7
2115025	64.5
2115026	63.1
2115028	60.4
2115029	68.8
2115030	57.8
2115031	66.4
2115032	66.6
2115033	62.6
2115034	74.8
2115035	59.2
2115036	64.3
2115037	57.2
2115038	54.4
2115039	67.9
2115040	67.5
2115041	61.4
2115101	66
2115102	72.7
2115103	68.4
2115104	70.2
2115105	66.8
2115106	68.8
2115107	63.2
2115108	71.6
2115109	64.8
2115110	44.4
2115111	61.8
2115112	65.6
2115113	68.9
2115114	67.6
2115115	64.6
2115116	53.1
2115117	57
2115118	66.9
2115119	60.8
2115120	49.1
2115121	64.8
2115122	67.9
2115123	67.1
2115124	61.1
2115125	70.9
2115126	63.6
2115127	66.8
2115128	68.3
2115129	63.4
2115130	53.9
2115131	65.2
2115132	67.3
2115133	67.3
2115134	58.4
2115135	60
2115136	53.5
2115137	68.2
2115138	71.5
2115139	74.5
2115140	50
2115141	38
2115142	67.6
2115143	65.1
2115144	63.2
2115145	74.5
2115146	62.1
2115147	57.2
2115201	61.8
2115202	59.9
2115203	62.5
2115204	65.7
2115205	61.2
2115206	58.1
2115207	64.6
2115208	60.4
2115209	63.9
2115210	64.8
2115211	69.9
2115212	73.8
2115213	70.5
2115214	55.7
2115215	66.1
2115216	69.3
2115217	65.3
2115218	58.4
2115219	66.5
2115220	68.2
2115221	47.7
2115222	65.2
2115223	66
2115224	66.1
2115225	54.4
2115226	58.4
2115227	69.7
2115228	58.4
2115229	68.5
2115230	62.5
2115231	54.6
2115301	46.3
2115302	47.4
2115303	65
2115304	54.5
2115305	55.2
2115306	53.1
2115307	47
2115308	55.7
2115309	55.7
2115310	50.5
2115311	60.4
2115312	64.3
2115313	67.9
2115314	74.3
2115315	66.1
2115316	65.1
2115317	59.9
2115318	65.8
2115319	62.6
2115320	52.3
2115321	53.2
2115322	51.4
2115323	51.6
2115324	37.6
2115325	61.3
2115326	58.7
2115327	58.3
2115328	63.2
2115329	54.9
2115330	56.6
2115332	63.6
2115333	60.1
2115334	57.1
2115335	66.3
2115336	65.1
2115337	63.4
2115338	65
2115339	55.4
2115340	65.6
2115341	67.2
2115342	67
2115343	72.2
2115344	40
2115345	67.6
2115346	67.9
2115347	63.8
2115349	61.2
2115350	62.5
2115351	63.1
2115352	56.7
2115353	50.4
2115354	57.7
2115356	69.1
2115357	60.8
2115358	56.8
2115359	69.5
2115360	61.3
2115361	50.7
2115401	63.5
2115402	59.8
2115403	54
2115404	58.8
2115405	61
2115406	70.6
2115407	66.2
2115408	60.9
2115409	56.1
2115410	62.4
2115411	60.8
2115412	58.1
2115413	53.2
2115414	68.1
2115415	64
2115416	70.3
2115417	61.1
2115501	67.2
2115502	65.9
2115503	66.9
2115504	56.4
2115505	32.3
2115506	53.9
2115507	58
2115508	59.7
2115509	50.5
2115510	54.1
2115511	58.6
2115512	60.8
2115513	57
2115514	60.6
2115515	62.2
2115516	63.8
2115517	58.3
2115518	50.8
2115519	56.7
2115520	38.2
2115521	53.9
2115522	54.5
2115523	58
2115524	59.6
2115525	52.3
2115526	55.7
2115527	60.8
2115528	58.6
2115529	56.8
2115530	62.1
2115531	64.1
2115532	58.1
2115533	57.9
2115534	65.4
2115535	69.4
2115536	64.7
2115537	68.9
2115538	67.3
2115539	62.3
2115540	63
2115541	57.4
2115542	60.7
2115543	62.1
2115601	52.7
2115602	57.4
2115603	47.2
2115604	51.6
2115605	56.3
2115607	48.7
2115608	83.3
2115609	53
2115610	55.6
2115611	62.5
2115612	62.9
2115613	52.4
2115614	57.7
2115615	46.6
2115616	48.5
2115617	44.2
2115618	55.5
2115619	47.9
2115620	56.4
2115621	56.6
2115622	53.9
2115623	54.4
2115624	49.3
2115625	55.8
2115626	48.6
2115627	56.5
2115628	53.2
2115701	16.4
2115702	53.2
2115703	49
2115704	51.9
2115705	47.5
2115706	51.1
2115707	44.1
2115708	47.8
2115709	50.7
2115710	55.1
2115711	50
2115712	46.2
2115713	54
2115714	59.3
2115715	54.6
2115716	55.8
2115717	53.7
2115718	52.3
2115720	53.7
2115721	52.1
2115722	52.3
2115723	45.5
2115724	53.2
2115725	35.4
2115726	42.6
2115727	48.7
2115728	55.4
2115729	53.9
2115730	46.2
2115731	50.1
2115732	52.7
2115733	56.9
2115734	60.7
2115735	50.8
2115736	51.2
2115737	54.8
2115738	48.5
2115739	53.5
2115740	50.3
2115741	50
2115742	52.7
2115743	50
2115744	50.2
2115745	52.6
2115746	57.8
2115901	47.2
2115902	48.7
2115903	62.5
2115904	56
2115905	53.4
2115906	59.1
2115907	65.6
2115908	46.9
2115909	57.4
2115910	61.6
2115911	59.5
2115912	63.7
2115913	63.4
2115914	55.2
2115915	57.8
2115916	54
2115917	56.3
2115918	57.8
2115919	43.3
2115920	55.3
2115921	57.8
2115922	50.4
2115923	65.8
2115924	56.3
2115926	51.5
2115927	47.5
2115928	63.4
2115929	60
2115930	53.7
2115931	51.6
2115932	56.6
2115933	56.7
2115934	58.7
2115935	45.9
2115936	27
2115937	53.2
2115938	51.7
2115939	51.6
2115940	56.8
2115941	59
2115942	55
2115943	54.8
2115944	25.3
2116001	51.9
2116002	51.5
2116003	63.3
2116004	59.3
2116005	51.1
2116006	53.7
2116007	51.4
2116008	55.8
2116009	52.3
2116010	31
2116011	52.9
2116012	50.1
2116013	46.4
2116014	52.7
2116015	55.4
2116016	59
2116017	45.4
2116018	42.7
2116019	53.1
2116020	52.2
2116021	60.8
2116022	60.1
2116023	47.9
2116024	52.9
2116025	51.3
2116026	52.1
2116027	55.6
2116028	56.3
2116029	44.3
2116030	48.5
2116031	50
2116032	54
2116033	54.1
2116101	61
2116102	50.5
2116103	53.7
2116104	54.5
2116105	60.7
2116106	56.4
2116107	57.9
2116108	55.8
2116109	56.3
2116110	62
2116111	60
2116112	54.5
2116113	64.4
2116114	60.1
2116115	68.9
2116116	58.1
2116117	56.2
2116118	65
2116119	60.4
2116120	58.5
2116121	57
2116122	54.5
2116123	50.8
2116124	60
2116125	36
2116126	56.5
2116127	59.2
2116128	68
2116129	59.3
2116130	67.8
2116131	56.1
2116132	57
2116133	58.5
2116134	60.4
2116135	58.1
2116136	53.4
2116137	54.1
2116138	57.9
2116139	63.5
2116140	63.3
2116141	63.7
2116142	58.8
2116143	53
2116145	56.3
2116201	63.3
2116202	58.7
2116203	47
2116204	55.9
2116205	59.5
2116206	54.1
2116207	54.6
2116208	60.6
2116209	50.2
2116210	53.3
2116211	61.4
2116212	63.5
2116213	49
2116214	58.8
2116215	39.7
2116216	48.2
2116217	1.8
2116218	62.4
2116219	59.5
2116220	63.2
2116221	60.6
2116222	59.9
2116223	56
2116224	68.8
2116225	47.7
2116301	57.3
2116302	56.7
2116303	47
2116304	47.7
2116305	54.3
2116306	50.8
2116307	63.3
2116308	24.4
2116309	55.9
2116310	63.1
2116311	52.9
2116312	43.2
2116313	51.5
2116314	59.5
2116315	57
2116316	49.9
2116318	49.6
2116319	55.8
2116320	63.3
2116321	59
2116322	38.8
2116323	54.5
2116324	49.2
2116325	57.8
2116326	55.9
2116327	58.9
2116328	62.5
2116329	64.6
2116330	65.7
2116331	60.8
2116332	54.8
2116333	55.6
2116334	39.5
2116335	52
2116336	57.6
2116337	56.8
2116338	47.6
2116339	58.8
2116340	56.2
2116341	62.1
2116342	31.1
2116344	39.5
2116401	60.9
2116402	54.9
2116403	54
2116404	57
2116405	51.8
2116406	61.2
2116407	55.3
2116408	52.7
2116409	48.5
2116410	53.8
2116411	56.9
2116412	62.4
2116413	51.9
2116414	52.7
2116415	61.9
2116416	64.4
2116417	54.6
2116418	56.6
2116419	56
2116420	58.6
2116421	56.1
2116422	59.1
2116423	54.1
2116424	50.6
2116425	59.2
2116426	59.1
2116427	63.7
2116428	51.2
2116429	57.5
2116430	54.9
2116431	55.4
2116432	56.9
2116433	65.4
2116434	49.5
2116435	55.3
2116436	62.8
2116437	54.6
2116501	52.5
2116502	56.7
2116503	27.8
2116504	50.8
2116505	48.4
2116506	44.5
2116507	48.8
2116508	54
2116509	45.9
2116510	47.5
2116511	41.8
2116512	44.8
2116513	45.9
2116514	54.2
2116515	52.1
2116516	53.1
2116517	55.6
2116518	31.4
2116520	40.5
2116521	58.1
2116522	53.7
2116523	42.6
2116524	47.3
2116526	33.4
2116527	47.7
2116528	28.7
2116529	48.4
2116601	50
2116602	47.8
2116603	42.8
2116604	54.7
2116605	54.1
2116606	50.5
2116607	51.9
2116608	47.2
2116609	44.5
2116610	58.5
2116611	44.3
2116612	52
2116613	38.2
2116614	56.5
2116615	46.8
2116616	52.6
2116617	52.2
2116618	54.7
2116619	51.4
2116620	46.5
2116621	57.6
2116622	48.8
2116623	50
2116624	59.2
2116625	46.4
2116626	52.6
2116627	51.1
2116701	58.9
2116702	59
2116703	57.4
2116704	60.4
2116705	60.1
2116706	64.2
2116707	65.3
2116708	61.7
2116709	58.3
2116710	68.4
2116711	60.6
2116712	66.9
2116713	54.2
2116714	64.8
2116715	66.4
2116716	65.8
2116717	68.1
2116718	57
2116719	65.8
2116720	63.7
2116721	60.2
2116722	60.9
2116723	61.8
2116802	58.7
2116803	51.1
2116804	60.7
2116805	54.9
2116806	58
2116807	57.7
2116808	60.5
2116809	59.3
2116810	51.8
2116811	52.9
2116812	50.6
2116813	53.1
2116814	59.7
2116815	60.8
2116816	46.7
2116817	59
2116818	64.1
2116819	60.6
2116820	56.8
2116821	57.3
2116822	56.8
2116823	61.2
2116824	60.4
2116825	60.7
2116826	59.9
2116827	57.1
2116828	70.4
2116829	64
2116830	67
2116831	61.8
2116832	60.4
2116901	57
2116902	56.3
2116903	48.5
2116904	56.2
2116905	43.5
2116906	60.7
2116907	57.6
2116908	53.5
2116909	61.2
2116910	53.2
2116911	65
2116912	53.7
2116913	56.2
2116914	57.3
2116915	44.1
2116916	44.3
2116917	60.9
2116918	54.4
2116919	61
2116920	62.7
2116921	47.1
2116922	46.3
2116923	58.8
2116924	56.9
2116925	60.4
2116926	54.8
2116927	27.8
2116928	57.7
2116929	57.1
2116930	58.5
2116931	54.5
2116932	66.9
2116933	62.3
2116934	54.2
2116935	56.4
2116936	65.4
2116937	54
2116938	50.2
2116939	46.9
2116940	60.4
2116941	65
2116942	63.4
2116943	63.3
2116944	57
2116945	50.2
2116946	56.1
2116947	59.3
2116948	55.3
2116949	54.9
2116950	51.6
2116951	54.6
2116952	56.9
2116953	64.7
2117001	56.9
2117002	62.8
2117003	60
2117004	65.2
2117005	64.4
2117006	64.4
2117007	56.6
2117008	61.2
2117009	59.6
2117010	60.9
2117011	64
2117012	59.9
2117013	59.4
2117014	61.8
2117015	57.4
2117016	62.7
2117017	67.4
2117018	64
2117019	47.4
2117020	47
2117021	61.7
2117022	63.9
2117023	69.2
2117024	51.4
2117025	55.6
2117026	58.1
2117027	61.5
2117028	63.3
2117029	58.1
2117030	19.1
2117031	72.6
2117032	47.5
2117033	56.5
2117034	57.1
2117035	63.5
2117036	59.6
2117037	55.5
2117038	58.5
2117101	66.6
2117102	56.6
2117103	65.7
2117104	65.7
2117105	67.4
2117106	67.3
2117107	55.5
2117108	67.6
2117109	60.2
2117110	57
2117111	58.5
2117112	57.4
2117113	59.2
2117114	77.5
2117115	64.4
2117116	62.5
2117117	67.1
2117118	64.5
2117119	66.2
2117120	51.1
2117121	63.7
2117122	63.4
2117123	55.7
2117201	59.5
2117202	55
2117203	59
2117204	63.3
2117205	50.3
2117206	59.1
2117207	58.2
2117208	59.9
2117209	62.5
2117210	59.4
2117211	64.2
2117212	59.5
2117213	67.6
2117214	59.6
2117215	55
2117216	57.3
2117217	52.9
2117218	50.7
2117219	60.6
2117220	42.7
2117221	47.6
2117222	62.9
2117223	63.3
2117224	64.8
2117225	64.2
2117226	62.2
2117227	59.7
2117228	63
2117229	69.3
2117230	62.6
2117231	61.4
2117232	63.3
2117233	59
2117234	63.9
2117235	71.1
2117236	53.9
2117237	57.6
2117238	61.9
2117301	70.7
2117302	57.5
2117303	58.6
2117304	45.8
2117305	66.3
2117306	66.2
2117307	59.1
2117308	67.2
2117309	61.2
2117310	64.8
2117311	48.9
2117312	61.6
2117313	58.3
2117314	68.3
2117315	57.8
2117316	59.6
2117317	70
2117318	58.4
2117319	57.8
2117320	65.2
2117321	64.7
2117322	32.5
2117323	52.1
2117324	65.3
2117325	62.7
2117326	55
2117327	51
2117328	61
2117329	55.6
2117330	57.7
2117331	57.8
2117332	60
2117333	55.9
2117334	58.5
2117335	54.8
2117336	61.8
2117401	64.5
2117402	55.8
2117403	42.2
2117404	62
2117405	61.6
2117406	57.4
2117407	59.7
2117408	52.9
2117409	56.2
2117410	56.4
2117411	59.7
2117412	56.7
2117413	64.3
2117414	56.2
2117415	57.5
2117416	65.5
2117417	63
2117418	56.1
2117419	63.9
2117420	68.1
2117421	59
2117422	59
2117423	65.3
2117424	65.6
2117425	58.7
2117426	60.5
2117427	60.4
2117428	63.1
2117429	61.6
2117430	67.1
2117431	47.1
2117432	63.3
2117433	62
2117434	53
2117435	58
2117436	56.4
2117437	55.1
2117438	63.9
2117439	64.5
2117440	61.1
2117441	67
2117442	67
2117443	68.3
2117444	57.4
2117445	67.1
2117446	58
2117447	64.8
2117448	67.2
2117449	5.2
2117450	70
2117451	66.1
2117452	66.2
2117601	65.6
2117602	55.7
2117603	65.4
2117604	62.5
2117605	59.6
2117606	66.4
2117607	67.6
2117608	60.3
2117609	61.8
2117610	44
2117611	52.3
2117612	58.9
2117613	63.6
2117614	54.2
2117615	61.6
2117616	60.4
2117617	48.1
2117618	63
2117619	65.5
2117620	49.1
2117621	66.2
2117622	61
2117623	57.4
2117624	66.7
2117625	56.9
2117626	61
2117627	52.9
2117628	59.8
2117629	57.4
2117630	65.1
2117631	62.9
2117632	58.3
2117633	61.1
2117634	48.7
2117635	64.2
2117636	62
2117637	58.5
2117638	66
2117639	48.6
2117701	33.9
2117702	60.9
2117703	57.6
2117704	66.2
2117705	64.5
2117706	64.2
2117707	60.1
2117708	56.3
2117709	65
2117710	54.2
2117711	64.7
2117712	64
2117713	54.8
2117714	70.4
2117715	70.2
2117716	65.6
2117717	70.2
2117718	65.3
2117719	65.4
2117720	51.6
2117721	61.6
2117722	62.1
2117723	64.6
2117724	67.6
2117725	62.1
2117726	58.1
2117727	59.5
2117728	70.3
2117729	60.8
2117730	43
2117731	54.3
2117732	57.3
2117733	63.5
2117734	54.2
2117735	61.9
2117736	62.8
2117737	65.4
2117738	61.7
2117739	56.5
2117740	45.1
2117741	44.5
2117742	64.6
2117743	56.9
2117744	51.2
2117745	69.3
2117746	58.3
2117747	59.7
2117748	58.7
2117749	55.7
2117750	66.4
2117751	65.1
2117752	63.3
2117753	57.7
2117754	63.4
2117755	56.5
2117801	64.8
2117802	70.8
2117803	62.3
2117804	63.1
2117805	64.4
2117806	56.1
2117807	59.6
2117808	61.1
2117809	57
2117810	53
2117811	64.3
2117812	65.4
2117813	59.7
2117814	62.4
2117815	63.5
2117816	56.7
2117817	56.8
2117818	46.1
2117819	53.2
2117820	58.7
2117821	47.8
2117822	59.3
2117823	56.1
2117824	53.9
2117825	52.7
2117826	64.2
2117827	60.1
2117828	68.5
2117829	65.5
2117830	67.2
2117831	61.9
2117832	62.6
2117833	66.7
2117834	61.1
2117835	65.6
2117836	56.5
2117837	60.5
2117838	61.3
2117839	61.7
2117840	62.7
2117841	58.7
2117842	44
2117843	27.7
2117901	62.9
2117902	61.7
2117903	66.1
2117904	62
2117905	68.4
2117906	63.4
2117907	70
2117908	70.6
2117909	66.1
2117910	67.4
2117911	67.5
2117912	58.8
2117913	62.9
2117914	64.6
2117915	68.9
2117916	63.2
2117917	63.3
2117918	51.2
2117919	50.5
2117920	68.2
2117921	56.1
2117922	69.1
2117923	71.4
2117924	69.2
2117925	57.1
2117926	65.1
2117927	67.1
2117928	55.5
2118001	56.8
2118002	52.9
2118003	60.8
2118004	60.4
2118005	65
2118006	64.7
2118007	62.5
2118008	65.5
2118009	58.6
2118010	59.3
2118011	56.1
2118012	63.2
2118013	72.5
2118014	63.1
2118015	56.4
2118016	61.9
2118017	50
2118101	65.1
2118102	65.9
2118103	62.3
2118104	59.2
2118105	67.3
2118106	62.2
2118107	66.8
2118108	53.7
2118109	65.7
2118110	62.8
2118111	65.5
2118112	65.6
2118113	69.1
2118114	62
2118115	60.3
2118116	59.7
2118117	64.2
2118118	64.1
2118119	59.7
2118120	69.7
2118201	57.7
2118202	65.5
2118203	65.3
2118204	57.2
2118205	61
2118206	66.6
2118207	69
2118208	63.2
2118209	60.1
2118210	54.6
2118211	63.4
2118212	61.2
2118213	54.1
2118214	58.6
2118215	60.7
2118216	63.2
2118217	67.3
2118218	63.2
2118219	65.3
2118220	65.2
2118221	66.9
2118222	66
2118223	59.4
2118224	67.6
2118225	59.7
2118226	63.7
2118227	63.9
2118301	62
2118302	66.6
2118303	67.7
2118304	62.8
2118307	65.2
2118308	68
2118309	64.7
2118310	73.9
2118311	71.6
2118312	70.3
2118313	68.3
2118315	77.8
2118318	70.6
2118319	65.1
2118321	63.9
2118322	67.1
2118323	67
2118324	4.1
2118325	66.3
2118326	65.8
2118327	70.9
2118401	45
2118501	53.6
2118502	65.2
2118503	62.2
2118504	62.2
2118505	55.5
2118506	60.6
2118507	69.9
2118508	65.7
2118509	64.2
2118510	57.8
2118511	64.4
2118512	61.8
2118513	53.6
2118514	54.6
2118515	60.6
2118516	69.3
2118517	65.1
2118518	70.2
2118520	58.7
2118521	57.9
2118522	58.1
2118523	42.9
2118524	67.6
2118525	66.1
2118526	50.7
2118527	61.1
2118528	4.2
2118529	73.8
2118530	70.6
2118601	57
2118603	64.8
2118604	56.4
2118605	40.9
2118606	56.8
2118607	61.5
2118608	53.1
2118609	38.3
2118610	60.3
2118611	61.5
2118612	63.5
2118613	58.6
2118614	61.7
2118615	55.1
2118616	57
2118617	58.5
2118618	63.4
2118619	66.7
2118620	63.7
2118621	64.7
2118622	62.9
2118623	52.7
2118624	56.8
2118625	61.5
2118626	52.5
2118627	58.2
2118628	56.1
2118629	71
2118630	62.6
2118631	49.6
2118701	61.7
2118702	69.3
2118703	63
2118704	59
2118705	72.5
2118706	55.1
2118707	65.3
2118708	66.9
2118709	69
2118710	69.5
2118711	62.3
2118712	62.9
2118713	12.5
2118801	57.7
2118802	54.6
2118803	57.4
2118804	70.6
2118805	63.3
2118806	61.3
2118807	64
2118808	66.6
2118809	61.2
2118810	61.7
2118811	60.8
2118812	55.6
2118813	55
2118814	54.6
2118815	59.4
2118816	55.9
2118817	56.2
2118818	40.1
2118819	59.7
2118820	47
2118821	53.8
2118822	59.6
2118823	65.6
2118824	48.2
2118825	65.2
2118826	61.2
2118827	63.2
2118828	60.6
2118829	41.7
2118830	51
2118831	59.1
2118832	56.9
2118833	54
2118834	61.1
2118835	64
2118836	49.7
2118837	66.7
2118838	56.8
2118839	66.8
2118840	69.6
2118841	67.4
2118842	60.9
2118843	57.3
2118844	58.3
2118845	57.5
2118846	53.4
2118847	62.4
2118848	57.2
2118849	63.5
2118850	57.8
2118901	60.2
2118902	61.3
2118903	65.5
2118904	70.7
2118905	62.9
2118906	59.9
2118907	49.1
2118908	65.8
2118909	64
2118910	67.1
2118911	66.2
2118912	62.2
2118913	61.6
2118914	69.5
2118915	61.5
2118916	52.5
2118917	60.8
2118918	61.6
2118919	70.4
2118920	63.6
2118921	63.1
2118922	61.9
2118923	54.9
2118924	74.4
2118925	62.9
2118926	67.1
2118927	71
2118928	59.3
2118929	60.5
2118930	60.5
2119001	45.4
2119002	64.7
2119003	67
2119004	65.2
2119005	61
2119006	66.6
2119007	62.3
2119008	58.4
2119009	62.2
2119010	72
2119011	60.4
2119012	58.1
2119013	66.7
2119014	63.3
