SA1_7DIGITCODE_2016	persons
2122010	360
2122011	345
2122012	392
2122013	464
2122014	347
2122015	374
2122016	491
2122017	289
2122018	394
2122019	386
2122020	310
2122021	471
2122022	505
2122023	429
2122024	534
2122025	196
2122026	410
2122027	283
2122028	784
2122029	491
2122030	406
2122031	217
2122032	370
2122033	496
2122034	321
2122035	454
2122036	295
2122037	740
2122038	409
2122039	261
2122040	213
2122041	314
2122042	375
2122043	313
2122044	360
2122045	376
2122046	303
2122101	427
2122102	398
2122103	391
2122104	545
2122105	461
2122106	501
2122107	548
2122108	474
2122109	325
2122110	558
2122111	467
2122112	425
2122113	523
2122114	443
2122115	336
2122116	281
2122117	432
2122118	477
2122119	326
2122120	399
2122121	438
2122122	261
2122123	304
2122124	461
2122125	645
2122126	237
2122127	291
2122128	194
2122129	308
2122301	354
2122302	598
2122303	332
2122304	615
2122305	648
2122306	375
2122307	400
2122308	483
2122309	507
2122310	321
2122311	341
2122312	590
2122313	371
2122314	482
2122315	268
2122316	254
2122317	280
2122318	419
2122319	421
2122320	427
2122321	424
2122322	348
2122323	354
2122324	3
2122325	4
2122326	444
2122327	271
2122328	374
2122329	384
2122330	361
2122331	537
2122332	316
2122333	609
2122334	480
2122336	533
2122337	346
2122338	386
2122339	333
2122340	424
2122341	416
2122342	515
2122343	455
2122344	3
2122345	432
2122346	479
2122347	461
2122348	407
2122349	387
2122350	4
2122351	301
2122352	207
2122353	380
2122354	445
2122401	1874
2122402	415
2122403	340
2122404	667
2122405	454
2122406	746
2122407	431
2122408	335
2122409	418
2122410	883
2122411	329
2122413	440
2122414	535
2122415	348
2122416	290
2122417	561
2122418	425
2122419	228
2122420	262
2122421	505
2122422	594
2122423	131
2122424	193
2122425	555
2122426	569
2122428	1271
2122429	732
2122430	290
2122431	1383
2122501	384
2122502	1295
2122503	268
2122504	440
2122505	298
2122506	346
2122507	498
2122508	168
2122509	575
2122510	501
2122511	325
2122512	355
2122513	3
2122514	351
2122516	498
2122517	260
2122518	345
2122519	484
2122520	276
2122521	458
2122601	376
2122602	645
2122603	627
2122604	576
2122605	652
2122606	647
2122607	448
2122608	548
2122609	467
2122610	283
2122611	266
2122612	443
2122613	535
2122614	384
2122615	404
2122616	3
2122617	259
2122801	528
2122802	320
2122803	256
2122804	11
2122805	4
2122806	486
2122807	390
2122808	390
2122809	370
2122810	546
2122811	522
2122812	546
2122813	343
2122814	341
2122815	277
2122816	181
2122817	497
2122818	3
2122819	490
2122820	482
2122821	385
2122822	396
2122823	490
2122824	71
2122825	10
2122826	170
2122901	418
2122902	518
2122903	382
2122904	362
2122905	308
2122906	511
2122907	429
2122908	647
2122909	488
2122910	395
2122911	514
2122912	363
2122913	314
2122914	518
2122915	215
2122916	355
2122917	406
2122918	476
2122919	270
2122920	328
2122921	553
2122922	450
2122923	476
2122924	529
2122925	196
2122926	497
2122927	480
2122928	426
2122929	463
2122930	442
2122931	288
2122932	224
2122933	361
2122934	338
2122935	541
2122936	280
2122937	375
2122938	612
2122939	528
2122940	481
2122941	335
2122942	230
2122943	1310
2122944	330
2122945	412
2122946	413
2122947	445
2122948	276
2122949	399
2122950	412
2122951	436
2122952	565
2122953	371
2122954	548
2122955	313
2122957	243
2122958	228
2122959	312
2122960	353
2122961	311
2122962	468
2122963	279
2122964	401
2123001	439
2123002	401
2123003	331
2123004	380
2123005	409
2123006	508
2123007	399
2123008	434
2123009	483
2123010	484
2123011	423
2123012	530
2123013	356
2123014	370
2123015	422
2123016	352
2123017	186
2123101	447
2123102	528
2123103	298
2123104	597
2123105	373
2123106	441
2123107	477
2123108	457
2123109	537
2123110	217
2123111	528
2123112	284
2123113	562
2123114	260
2123115	389
2123116	366
2123117	526
2123118	343
2123119	339
2123120	479
2123121	397
2123122	587
2123201	382
2123202	612
2123203	356
2123205	460
2123206	191
2123207	696
2123208	168
2123209	467
2123210	545
2123211	549
2123212	206
2123213	443
2123214	337
2123215	908
2123216	389
2123217	381
2123218	1532
2123219	471
2123220	469
2123221	416
2123222	457
2123223	554
2123224	409
2123226	13
2123227	333
2123228	324
2123229	129
2123230	301
2123232	344
2123301	275
2123302	483
2123303	271
2123304	151
2123305	270
2123306	150
2123307	427
2123308	321
2123309	553
2123310	471
2123401	460
2123402	694
2123403	451
2123404	383
2123405	450
2123406	419
2123407	429
2123408	368
2123409	355
2123501	411
2123502	323
2123503	494
2123504	416
2123505	493
2123506	559
2123507	664
2123508	306
2123509	681
2123510	460
2123511	496
2123512	362
2123513	560
2123514	376
2123515	276
2123516	532
2123517	402
2123518	284
2123519	594
2123520	325
2123521	342
2123601	741
2123602	549
2123603	478
2123604	527
2123605	8
2123606	312
2123607	411
2123608	258
2123609	240
2123610	624
2123611	310
2123612	254
2123613	409
2123614	418
2123615	601
2123616	196
2123617	265
2123618	1075
2123702	571
2123703	560
2123704	485
2123705	500
2123706	835
2123707	663
2123708	501
2123709	422
2123710	541
2123712	468
2123713	28
2123714	380
2123715	635
2123716	499
2123717	486
2123718	590
2123719	312
2123720	415
2123721	481
2123722	611
2123723	393
2123724	348
2123725	374
2123726	515
2123727	466
2123728	468
2123729	428
2123730	430
2123731	343
2123901	770
2123902	521
2123903	430
2123904	324
2123905	363
2123906	619
2123907	565
2123908	466
2123909	658
2123910	451
2123911	433
2123912	381
2123913	327
2123914	398
2123915	854
2123916	588
2123918	638
2123919	414
2123920	307
2123921	348
2123922	395
2123923	763
2123924	578
2123925	608
2123926	800
2123927	574
2123928	270
2123929	555
2123930	383
2123931	653
2123932	519
2123933	530
2123934	554
2123935	325
2123936	337
2123937	425
2123938	642
2123939	341
2123940	466
2123941	494
2123942	314
2123943	416
2123944	350
2123945	515
2123946	577
2123947	354
2123948	489
2123949	364
2124001	284
2124002	566
2124003	606
2124004	521
2124005	393
2124006	329
2124007	3
2124008	380
2124009	258
2124010	233
2124011	314
2124012	253
2124013	399
2124014	731
2124015	726
2124016	663
2124017	282
2124018	565
2124019	408
2124020	439
2124021	419
2124022	654
2124023	265
2124024	187
2124025	280
2124026	599
2124027	378
2124028	280
2124029	356
2124030	352
2124031	369
2124032	208
2124101	485
2124102	507
2124103	455
2124104	468
2124106	922
2124107	310
2124108	433
2124109	464
2124110	347
2124111	401
2124112	544
2124113	310
2124114	333
2124115	477
2124116	370
2124117	299
2124118	430
2124119	504
2124120	327
2124121	556
2124122	530
2124123	273
2124124	500
2124125	484
2124126	469
2124127	603
2124128	509
2124129	359
2124130	453
2124132	588
2124134	318
2124135	453
2124136	567
2124137	407
2124138	251
2124139	394
2124140	953
2124141	300
2124142	372
2124143	340
2124144	389
2124145	691
2124146	569
2124147	178
2124148	413
2124149	212
2124150	304
2124151	954
2124152	348
2124153	490
2124154	592
2124155	409
2124156	248
2124157	575
2124158	283
2124159	307
2124160	592
2124161	323
2124162	712
2124201	558
2124202	458
2124203	568
2124204	619
2124205	706
2124206	578
2124207	490
2124208	641
2124209	526
2124210	493
2124211	433
2124212	905
2124213	612
2124214	368
2124215	746
2124216	318
2124217	296
2124218	686
2124219	401
2124220	463
2124221	322
2124222	494
2124223	193
2124224	493
2124225	665
2124226	4
2124227	274
2124301	399
2124302	235
2124303	16
2124304	3
2124305	220
2124306	463
2124307	239
2124308	245
2124309	353
2124310	412
2124311	315
2124312	564
2124313	228
2124314	649
2124315	305
2124316	229
2124317	487
2124318	548
2124319	417
2124320	706
2124321	531
2124322	7
2124323	481
2124324	319
2124325	322
2124326	366
2124327	579
2124328	432
2124329	482
2124330	340
2124331	285
2124332	229
2124333	537
2124334	368
2124335	441
2124336	555
2124337	354
2124338	247
2124339	379
2124340	469
2124341	429
2124342	230
2124343	433
2124344	287
2124501	498
2124502	393
2124503	290
2124504	301
2124505	398
2124506	386
2124507	342
2124508	470
2124509	236
2124510	342
2124511	278
2124512	312
2124513	427
2124514	588
2124515	421
2124516	282
2124517	303
2124518	431
2124519	357
2124520	221
2124521	242
2124522	201
2124523	580
2124524	383
2124525	303
2124526	539
2124527	237
2124528	589
2124529	352
2124530	822
2124531	579
2124532	484
2124533	313
2124535	3
2124537	3
2124538	555
2124539	443
2124540	481
2124541	481
2124542	557
2124543	509
2124544	205
2124545	269
2124546	527
2124547	278
2124548	399
2124601	541
2124602	560
2124603	395
2124604	345
2124605	361
2124606	475
2124607	344
2124608	278
2124609	430
2124610	472
2124611	444
2124612	422
2124613	259
2124614	485
2124615	523
2124616	353
2124617	554
2124618	325
2124619	356
2124620	370
2124621	306
2124622	238
2124624	305
2124625	713
2124627	395
2124628	387
2124629	281
2124630	3498
2124631	423
2124633	961
2124634	491
2124701	562
2124702	411
2124703	538
2124704	617
2124705	454
2124706	593
2124707	337
2124708	537
2124709	477
2124710	468
2124711	509
2124712	441
2124713	559
2124714	598
2124715	578
2124716	494
2124717	506
2124718	471
2124719	393
2124720	480
2124721	526
2124722	562
2124723	614
2124724	663
2124725	630
2124726	490
2124727	446
2124728	444
2124729	217
2124730	218
2124801	181
2124901	501
2124902	454
2124903	676
2124904	572
2124905	453
2124906	449
2124907	666
2124909	1513
2124910	398
2124911	509
2124913	495
2124914	375
2124915	413
2124916	463
2124917	287
2124918	849
2124919	309
2124920	563
2124921	527
2124922	407
2124923	462
2124924	389
2124925	515
2124926	625
2124927	421
2124928	590
2124929	396
2124930	295
2124931	309
2124932	466
2124933	580
2124934	464
2124936	324
2124937	310
2124938	360
2124939	436
2124940	411
2124941	381
2124942	329
2124943	490
2124944	499
2124945	415
2124946	230
2124947	361
2124949	891
2125001	454
2125002	366
2125003	531
2125004	536
2125005	432
2125006	380
2125007	557
2125008	9
2125009	488
2125010	439
2125011	408
2125012	266
2125013	318
2125014	399
2125015	203
2125016	279
2125017	40
2125018	359
2125101	196
2125102	419
2125103	371
2125104	403
2125105	592
2125106	646
2125107	615
2125108	259
2125109	681
2125110	499
2125111	390
2125112	746
2125113	439
2125114	644
2125115	405
2125116	431
2125117	319
2125118	624
2125119	304
2125120	751
2125121	359
2125122	9
2125123	282
2125124	401
2125125	342
2125126	262
2125127	314
2125128	363
2125401	466
2125402	545
2125403	659
2125404	340
2125405	419
2125406	536
2125407	4
2125408	467
2125409	493
2125410	405
2125411	464
2125412	194
2125413	606
2125414	487
2125415	425
2125416	633
2125417	420
2125418	5
2125419	592
2125420	513
2125421	496
2125422	552
2125423	322
2125424	427
2125425	444
2125427	1280
2125428	373
2125429	500
2125430	537
2125431	565
2125432	276
2125433	279
2125434	369
2125501	413
2125502	385
2125503	449
2125505	427
2125506	538
2125507	552
2125508	323
2125509	293
2125510	396
2125511	194
2125512	637
2125513	396
2125514	360
2125515	303
2125516	265
2125517	386
2125518	267
2125601	235
2125602	351
2125603	369
2125604	316
2125605	574
2125606	373
2125608	576
2125609	452
2125610	321
2125611	356
2125612	438
2125613	387
2125614	304
2125615	198
2125616	542
2125617	242
2125618	364
2125619	550
2125620	418
2125621	536
2125622	475
2125623	288
2125624	523
2125625	397
2125626	485
2125627	507
2125628	221
2125629	573
2125630	520
2125631	306
2125632	486
2125633	494
2125634	264
2125635	677
2125636	276
2125637	294
2125638	301
2125639	220
2125702	463
2125703	690
2125704	589
2125705	436
2125706	440
2125707	409
2125708	519
2125709	376
2125710	471
2125711	453
2125712	479
2125713	238
2125714	507
2125715	359
2125716	401
2125717	385
2125718	458
2125719	348
2125802	13
2125803	431
2125804	321
2125805	554
2125806	445
2125807	572
2125809	436
2125810	401
2125811	284
2125812	417
2125813	548
2125814	423
2125815	403
2125816	492
2125817	429
2125818	253
2125819	465
2125820	253
2125821	359
2125822	490
2125823	447
2125824	589
2125825	299
2125826	495
2125827	325
2125828	434
2125901	480
2125902	262
2125903	342
2125904	306
2125905	340
2125906	451
2125907	473
2125908	446
2125909	566
2125910	317
2125911	397
2125912	486
2125913	502
2125914	353
2125915	424
2125917	194
2125918	335
2125919	344
2125920	386
2125921	278
2125922	429
2125923	446
2125924	332
2125925	340
2125926	319
2125927	494
2125928	227
2125929	552
2125930	419
2125931	400
2125932	280
2125933	374
2125934	218
2125935	383
2125936	520
2125937	299
2125938	218
2126001	7
2126002	281
2126004	357
2126005	450
2126006	34
2126007	578
2126008	378
2126009	357
2126010	378
2126011	385
2126012	295
2126013	523
2126014	529
2126015	502
2126016	489
2126017	316
2126018	391
2126019	470
2126020	251
2126021	479
2126022	511
2126023	494
2126024	212
2126025	290
2126026	446
2126027	377
2126028	367
2126029	437
2126030	320
2126031	349
2126032	317
2126033	511
2126034	410
2126035	418
2126036	344
2126037	238
2126038	460
2126039	643
2126040	321
2126041	662
2126042	430
2126043	323
2126044	395
2126045	366
2126046	359
2126047	357
2126101	500
2126102	554
2126103	725
2126104	505
2126105	397
2126106	403
2126107	253
2126108	633
2126109	599
2126110	269
2126111	432
2126112	444
2126113	263
2126114	361
2126115	273
2126116	529
2126117	400
2126118	424
2126119	368
2126120	265
2126121	460
2126122	211
2126123	195
2126124	293
2126125	584
2126126	390
2126127	512
2126128	369
2126129	498
2126130	463
2126131	458
2126132	364
2126133	628
2126134	350
2126135	327
2126136	217
2126137	261
2126138	338
2126139	422
2126201	258
2126202	215
2126203	311
2126204	472
2126205	424
2126206	245
2126207	251
2126208	352
2126209	273
2126210	542
2126211	400
2126212	188
2126213	340
2126214	363
2126215	300
2126216	333
2126217	294
2126218	211
2126219	184
2126220	333
2126221	428
2126222	277
2126223	202
2126224	400
2126225	294
2126226	246
2126227	419
2126228	345
2126229	303
2126230	246
2126231	250
2126232	364
2126301	550
2126302	524
2126303	389
2126304	285
2126305	311
2126306	424
2126307	386
2126308	292
2126309	442
2126310	264
2126311	523
2126312	385
2126313	274
2126314	320
2126315	347
2126316	292
2126317	545
2126318	540
2126319	687
2126320	399
2126321	233
2126322	360
2126323	539
2126324	386
2126325	558
2126326	580
2126329	408
2126330	527
2126501	483
2126502	433
2126503	321
2126504	383
2126505	455
2126506	403
2126507	393
2126508	474
2126509	467
2126510	405
2126511	467
2126512	597
2126513	643
2126514	524
2126515	560
2126516	300
2126517	395
2126518	332
2126519	493
2126520	547
2126521	235
2126522	200
2126523	567
2126524	463
2126525	451
2126526	299
2126527	354
2126528	355
2126529	528
2126530	358
2126531	509
2126532	442
2126533	398
2126534	324
2126535	421
2126536	256
2126537	315
2126538	228
2126539	427
2126540	219
2126541	420
2126542	254
2126543	344
2126544	541
2126601	261
2126602	352
2126603	3
2126604	3
2126606	596
2126607	593
2126608	455
2126609	308
2126611	353
2126612	204
2126613	223
2126614	485
2126615	379
2126616	73
2126617	523
2126618	473
2126619	426
2126620	267
2126621	359
2126622	456
2126623	485
2126624	300
2126625	483
2126626	423
2126627	379
2126628	117
2126629	5
2126630	322
2126631	399
2126632	611
2126633	285
2126634	231
2126635	542
2126636	348
2126637	344
2126638	587
2126639	339
2126640	428
2126641	523
2126642	360
2126643	610
2126644	626
2126645	360
2126646	542
2126647	310
2126648	403
2126701	405
2126702	503
2126703	519
2126704	444
2126705	575
2126706	507
2126707	592
2126708	298
2126709	584
2126710	377
2126711	589
2126712	492
2126713	437
2126714	456
2126715	313
2126716	351
2126717	229
2126718	557
2126719	501
2126720	476
2126721	541
2126722	363
2126723	207
2126724	551
2126725	408
2126726	491
2126727	631
2126728	255
2126729	333
2126730	330
2126731	342
2126732	591
2126733	543
2126734	356
2126735	474
2126736	482
2126737	551
2126738	251
2126739	481
2126740	339
2126741	257
2126742	386
2126743	610
2126744	376
2126745	314
2126746	257
2126747	328
2126801	336
2126802	420
2126803	354
2126804	401
2126805	507
2126806	482
2126807	415
2126808	742
2126809	434
2126810	361
2126811	449
2126812	391
2126813	337
2126814	276
2126815	459
2126816	583
2126817	562
2126818	470
2126819	303
2126820	356
2126821	451
2126822	212
2126823	218
2126901	391
2126902	561
2126903	412
2126904	366
2126905	446
2126906	574
2126907	545
2126908	551
2126909	345
2126910	400
2126911	673
2126912	439
2126913	221
2126914	411
2126915	402
2126916	500
2126917	626
2126918	380
2126919	440
2126920	578
2126921	787
2126922	565
2127001	579
2127002	569
2127003	311
2127004	599
2127005	462
2127006	477
2127007	476
2127008	370
2127009	487
2127010	621
2127011	617
2127012	657
2127013	397
2127014	535
2127015	358
2127016	465
2127017	494
2127018	353
2127019	479
2127020	379
2127021	311
2127022	282
2127023	500
2127024	556
2127025	549
2127026	435
2127027	375
2127028	318
2127029	385
2127030	246
2127031	220
2127032	447
2127033	282
2127034	415
2127035	264
2127037	332
2127038	270
2127039	263
2127102	506
2127103	621
2127104	280
2127105	703
2127106	482
2127107	385
2127108	389
2127109	579
2127110	386
2127111	435
2127112	340
2127113	530
2127114	213
2127115	328
2127116	627
2127117	515
2127118	386
2127119	467
2127120	261
2127121	521
2127122	433
2127123	714
2127124	411
2127125	231
2127126	589
2127127	291
2127128	262
2127201	346
2127202	342
2127203	341
2127204	628
2127205	678
2127206	426
2127207	367
2127208	313
2127209	407
2127210	397
2127211	490
2127212	410
2127213	518
2127214	499
2127215	595
2127216	435
2127217	450
2127218	435
2127219	496
2127220	314
2127221	442
2127222	340
2127223	350
2127224	308
2127225	123
2127301	330
2127302	341
2127303	334
2127304	361
2127305	443
2127306	397
2127307	492
2127308	342
2127309	347
2127310	354
2127311	293
2127312	374
2127313	447
2127314	434
2127315	351
2127316	401
2127317	364
2127318	262
2127319	382
2127320	438
2127321	483
2127322	432
2127323	606
2127324	456
2127325	399
2127326	330
2127327	247
2127328	438
2127329	477
2127330	351
2127401	275
2127402	365
2127403	282
2127404	363
2127405	472
2127406	534
2127407	293
2127408	320
2127409	293
2127410	255
2127411	298
2127412	567
2127413	240
2127414	359
2127415	191
2127416	460
2127417	188
2127418	351
2127419	225
2127420	346
2127421	322
2127422	384
2127423	291
2127424	208
2127425	314
2127426	167
2127427	224
2127428	296
2127429	350
2127430	569
2127431	224
2127501	453
2127502	532
2127503	454
2127504	391
2127505	605
2127506	480
2127507	384
2127508	219
2127510	527
2127511	442
2127512	351
2127513	510
2127514	395
2127515	594
2127516	387
2127517	466
2127518	498
2127519	388
2127520	325
2127521	328
2127522	306
2127523	279
2127524	247
2127525	327
2127601	229
2127602	343
2127603	595
2127604	416
2127605	326
2127606	463
2127607	441
2127608	348
2127609	440
2127610	818
2127611	331
2127612	326
2127613	529
2127614	526
2127615	9
2127616	491
2127617	292
2127618	440
2127619	343
2127620	581
2127621	220
2127622	366
2127623	243
2127624	316
2127625	462
2127626	497
2127627	614
2127628	336
2127629	225
2127630	184
2127631	355
2127632	481
2127633	325
2127634	395
2127635	398
2127701	364
2127702	583
2127703	565
2127704	559
2127705	542
2127706	399
2127707	313
2127708	680
2127709	340
2127710	372
2127711	261
2127712	479
2127713	632
2127714	535
2127715	3
2127716	674
2127717	356
2127718	504
2127719	610
2127720	389
2127801	221
2127802	3
2127803	323
2127804	314
2127805	276
2127806	445
2127807	467
2127808	251
2127809	626
2127810	311
2127811	209
2127812	249
2127813	339
2127814	319
2127815	541
2127816	398
2127817	314
2127818	542
2127819	406
2127820	526
2127821	10
2127822	615
2127823	472
2127824	369
2127825	570
2127826	432
2127827	448
2127828	389
2127829	666
2127830	682
2127831	581
2127832	396
2127833	441
2127834	559
2127835	508
2127836	405
2127837	448
2127838	9
2127839	408
2127840	311
2127841	383
2127842	322
2127843	305
2127844	275
2127845	318
2127846	744
2127847	593
2127901	509
2127902	211
2127903	379
2127904	568
2127905	632
2127906	352
2127907	382
2127908	303
2127909	524
2127910	411
2127911	345
2127912	257
2127913	507
2127914	245
2128001	430
2128002	435
2128003	333
2128004	357
2128005	325
2128006	324
2128007	527
2128008	543
2128009	412
2128010	335
2128011	277
2128012	605
2128013	415
2128014	366
2128015	289
2128016	355
2128017	220
2128018	248
2128101	748
2128102	408
2128103	216
2128104	419
2128105	421
2128106	582
2128107	344
2128108	404
2128109	616
2128110	648
2128111	450
2128112	427
2128113	792
2128114	392
2128115	542
2128116	485
2128117	592
2128118	568
2128119	470
2128120	532
2128121	520
2128122	306
2128123	571
2128124	574
2128125	409
2128126	449
2128127	555
2128128	537
2128129	453
2128130	521
2128131	545
2128132	564
2128133	487
2128134	450
2128135	238
2128136	370
2128137	285
2128138	477
2128139	255
2128140	329
2128141	505
2128142	497
2128143	258
2128144	451
2128145	631
2128146	430
2128147	337
2128201	465
2128202	292
2128203	366
2128204	307
2128205	359
2128206	203
2128207	202
2128208	266
2128209	390
2128210	265
2128211	346
2128212	395
2128213	353
2128214	371
2128215	461
2128216	326
2128217	14
2128218	427
2128219	383
2128220	617
2128221	184
2128222	493
2128223	513
2128224	337
2128225	228
2128226	248
2128228	329
2128229	3
2128230	18
2128232	554
2128301	356
2128302	454
2128303	257
2128304	405
2128305	398
2128306	638
2128307	283
2128308	323
2128309	533
2128310	374
2128311	507
2128312	354
2128313	418
2128314	337
2128315	315
2128316	332
2128317	490
2128318	276
2128319	437
2128320	398
2128321	358
2128322	263
2128323	270
2128324	368
2128325	365
2128326	201
2128401	274
2128402	384
2128403	425
2128404	376
2128405	377
2128406	232
2128407	198
2128408	358
2128409	256
2128410	423
2128411	367
2128412	330
2128413	461
2128414	227
2128415	367
2128416	375
2128417	443
2128418	226
2128419	405
2128420	700
2128421	355
2128422	363
2128423	528
2128424	393
2128425	218
2128426	340
2128427	215
2128501	169
2128502	189
2128503	297
2128504	333
2128505	295
2128506	305
2128507	336
2128508	270
2128509	383
2128510	196
2128511	497
2128512	154
2128513	130
2128514	181
2128515	268
2128516	392
2128517	250
2128518	227
2128519	302
2128520	288
2128521	357
2128522	367
2128523	211
2128524	505
2128525	390
2128526	301
2128601	171
2128602	316
2128603	370
2128604	417
2128605	352
2128606	323
2128607	263
2128608	351
2128609	3
2128610	405
2128612	320
2128613	355
2128614	417
2128615	477
2128616	365
2128617	323
2128618	464
2128619	203
2128620	313
2128621	321
2128622	274
2128623	222
2128625	210
2128626	229
2128627	418
2128628	357
2128629	537
2128630	387
2128631	444
2128632	269
2128633	218
2128634	369
2128635	196
2128636	209
2128637	217
2128638	266
2128639	302
2128640	230
2128641	160
2128642	498
2128643	351
2128644	288
2128646	207
2128647	243
2128648	234
2128649	356
2128650	243
2128651	216
2128652	301
2128654	420
2128655	470
2128656	21
2128657	263
2128701	506
2128702	490
2128703	396
2128705	534
2128706	347
2128707	669
2128708	369
2128710	234
2128711	449
2128712	430
2128713	382
2128714	555
2128715	260
2128716	803
2128717	440
2128718	623
2128719	1070
2128720	662
2128721	236
2128722	867
2128723	916
2128725	1303
2128726	509
2128801	326
2128802	256
2128803	194
2128804	321
2128805	325
2128806	243
2128807	360
2128808	577
2128809	525
2128810	284
2128811	439
2128812	434
2128813	770
2128814	505
2128815	395
2128816	587
2128817	295
2128818	360
2128819	331
2128820	316
2128821	308
2128822	292
2128823	204
2128901	15
2128902	435
2128903	202
2128904	511
2128905	530
2128906	303
2128907	261
2128908	350
2128909	539
2128910	505
2128911	330
2128912	396
2128913	211
2128914	558
2128915	76
2128916	330
2128917	342
2128918	515
2128919	164
2128920	368
2128921	386
2128922	291
2128923	272
2128924	234
2128925	525
2128926	405
2128927	401
2128928	437
2128929	480
2128930	261
2128931	289
2128932	436
2128933	174
2128934	493
2128935	512
2128936	490
2128937	464
2128938	454
2128939	12
2128940	224
2128941	187
2128942	320
2128943	326
2128944	293
2128945	454
2128947	271
2128948	344
2128949	222
2128950	260
2128951	346
2128952	233
2128953	566
2129001	793
2129002	614
2129003	238
2129004	861
2129005	624
2129006	255
2129007	461
2129008	254
2129009	341
2129010	329
2129011	612
2129012	365
2129013	294
2129014	224
2129015	533
2129016	226
2129017	453
2129103	941
2129104	673
2129105	635
2129109	527
2129110	546
2129111	418
2129112	8
2129113	294
2129114	455
2129115	449
2129116	446
2129117	550
2129118	620
2129119	282
2129121	493
2129122	706
2129123	414
2129124	522
2129125	640
2129126	524
2129127	401
2129128	283
2129129	512
2129130	644
2129131	374
2129132	551
2129133	876
2129134	776
2129135	664
2129136	387
2129137	363
2129138	511
2129139	808
2129140	571
2129141	302
2129142	427
2129206	360
2129207	525
2129208	417
2129209	411
2129210	652
2129211	616
2129212	580
2129214	436
2129215	570
2129216	784
2129217	477
2129218	410
2129219	620
2129220	472
2129221	394
2129222	503
2129223	348
2129225	407
2129227	593
2129229	331
2129230	345
2129231	483
2129232	197
2129233	533
2129235	375
2129236	289
2129237	401
2129238	476
2129239	504
2129240	533
2129241	520
2129242	649
2129243	3
2129244	368
2129245	336
2129246	491
2129247	602
2129248	358
2129249	790
2129250	383
2129251	346
2129252	416
2129253	395
2129254	592
2129255	512
2129256	781
2129257	576
2129258	647
2129259	758
2129260	874
2129261	431
2129262	447
2129263	339
2129264	289
2129265	201
2129266	349
2129267	683
2129268	444
2129269	916
2129301	649
2129302	457
2129303	286
2129304	394
2129305	259
2129306	464
2129308	507
2129309	558
2129310	396
2129311	474
2129312	559
2129313	330
2129314	788
2129315	409
2129316	447
2129317	478
2129318	554
2129319	544
2129320	446
2129321	342
2129322	240
2129323	361
2129324	559
2129325	455
2129326	404
2129327	559
2129328	395
2129329	583
2129331	471
2129332	575
2129333	318
2129334	516
2129335	649
2129336	343
2129337	183
2129338	339
2129339	275
2129340	478
2129341	359
2129342	594
2129343	494
2129344	315
2129345	210
2129346	344
2129347	266
2129348	269
2129349	211
2129350	285
2129351	596
2129352	230
2129353	277
2129355	430
2129356	498
2129357	460
2129401	661
2129404	375
2129405	582
2129408	486
2129409	833
2129411	664
2129412	344
2129413	276
2129414	653
2129415	323
2129416	408
2129417	530
2129418	510
2129419	461
2129420	474
2129421	421
2129422	680
2129424	312
2129425	304
2129426	565
2129427	361
2129428	343
2129429	244
2129432	606
2129433	289
2129434	290
2129435	231
2129437	6
2129438	729
2129439	344
2129441	574
2129442	302
2129443	375
2129445	524
2129446	450
2129447	414
2129448	743
2129449	428
2129450	556
2129451	378
2129452	19
2129453	388
2129454	466
2129455	380
2129456	346
2129457	438
2129458	331
2129459	366
2129460	441
2129461	715
2129462	478
2129463	704
2129464	560
2129465	431
2129466	403
2129467	389
2129468	378
2129469	490
2129501	270
2129504	285
2129505	461
2129506	721
2129507	325
2129508	582
2129509	3
2129510	743
2129511	403
2129512	626
2129513	538
2129514	312
2129515	609
2129516	340
2129517	485
2129518	551
2129519	481
2129520	470
2129521	536
2129522	393
2129523	410
2129524	458
2129525	766
2129526	539
2129701	445
2129702	299
2129703	462
2129704	493
2129705	657
2129706	442
2129707	284
2129708	461
2129709	719
2129710	418
2129711	345
2129712	361
2129713	567
2129714	429
2129715	430
2129716	479
2129717	469
2129718	439
2129719	453
2129721	506
2129722	456
2129723	308
2129724	311
2129725	278
2129726	247
2129901	380
2129902	267
2129903	345
2129904	420
2129905	244
2129906	411
2129908	346
2129909	346
2129910	525
2129911	662
2129912	401
2129913	483
2129914	680
2129915	494
2129916	275
2129917	267
2129918	465
2129919	281
2129920	465
2130001	274
2130002	473
2130003	442
2130004	518
2130005	428
2130006	321
2130007	390
2130008	462
2130009	392
2130010	677
2130013	336
2130016	235
2130017	387
2130018	502
2130019	394
2130021	481
2130022	311
2130023	411
2130024	463
2130025	512
2130026	444
2130027	359
2130028	496
2130029	365
2130030	249
2130031	288
2130032	389
2130033	557
2130034	462
2130035	212
2130036	3
2130037	173
2130038	429
2130039	395
2130040	351
2130041	626
2130042	400
2130043	277
2130044	299
2130045	377
2130046	622
2130047	414
2130048	460
2130049	477
2130050	488
2130052	309
2130053	568
2130054	385
2130055	562
2130056	249
2130101	279
2130102	586
2130103	538
2130104	608
2130105	340
2130108	417
2130109	496
2130110	517
2130111	732
2130113	866
2130114	635
2130115	1052
2130116	902
2130117	936
2130118	1368
2130119	562
2130120	413
2130121	817
2130122	557
2130123	427
2130124	981
2130125	375
2130126	660
2130127	547
2130128	1211
2130129	555
2130130	1066
2130131	862
2130132	788
2130133	657
2130134	599
2130135	286
2130136	558
2130137	3500
2130201	407
